Name;Address 1 - Formatted;Address 1 - Street;Address 1 - City;Address 1 - PO Box;Address 1 - Region;Address 1 - Postal Code;Address 1 - Country;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  BRA ARCHITECTES ;167 ROUTE DE LORIENT  - 35000 RENNES;167 ROUTE DE LORIENT ;RENNES;;;35000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. SIMON  MASSON ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. JEREMIE  ESNAULT  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Thierry GOBBATO ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  Antropik Architecture ;106 b Bd de la Liberté - 47000  Agen;106 b Bd de la Liberté;Agen;;;47000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
 MYRIAM LAMMENS ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. BENOIT WILLOCQ ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  LAPEYRE ARCHITECTURE ;13 Rue Neuve - 47000  Agen;13 Rue Neuve;Agen;;;47000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. PHILLIPE  LAPEYRE ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  ARCHI CONSEIL ;9 RUE BERANGER  - 47000 AGEN;9 RUE BERANGER ;AGEN;;;47000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. HENRI  BRICHET  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  BRASSIE ARCHITECTES ;3 RUE ORLIACY  - 47000 AGEN ;3 RUE ORLIACY ;AGEN ;;;47000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. STEPHANE BRASSIE ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  Stéphane THOUIN Architecture ;La Tour du Chapelet - 54; Rue des Augustins - 47000  Agen;La Tour du Chapelet - 54; Rue des Augustins;Agen;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. STEPHANE  THOUIN  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. IGNAS GILLAIN  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme MARIE  LEJEUNE  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  AMP ARCHITECTURE ;106 bd Liberté - 47000 AGEN;106 bd Liberté;AGEN;;;47000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. ALAIN  PRUVOT  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  FRANCOIS DE LA SERRE  ;2 RUE FRANCOIS NEVEU  - 47550 BOE ;2 RUE FRANCOIS NEVEU ;BOE ;;;47550;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. FRANCOIS  DE BARBIER DE LA SERRE  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  GROUPE BLV2  ;1325 av des Pyrénées  - 47520  LE PASSAGE D'AGEN;1325 av des Pyrénées ;LE PASSAGE D'AGEN;;;47520;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. PAUL VO VANN ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. GUILLAUME BROGGINI ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  SETERSO  ;  1 r Jean François Bladé - 47000 AGEN;  1 r Jean François Bladé;AGEN;;;47000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. FRANCISCO  GARRIDO  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  INGENIERIE 47  ;65 BD SCALIGER - 47000 AGEN;65 BD SCALIGER;AGEN;;;47000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. BERNARD  GELLY  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  AC2I ;24 BIS; BOULEVARD E. LACOUR - 47000 AGEN;24 BIS; BOULEVARD E. LACOUR;AGEN;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. NICOLAS BEVILACQUA ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme SANDRINE  DURAFOUR ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. JEROME  BENOIT  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  BET CERATO  ;ZAC LE ROUGE  - 47510  FOULAYRONNES ;ZAC LE ROUGE ;FOULAYRONNES ;;;47510;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. ERIC  BERGER ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  CABINET ZANI  ;4 Rue Marcel Pagnol - 47510  Foulayronnes;4 Rue Marcel Pagnol;Foulayronnes;;;47510;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. PIERRE ALAIN ALLIZARD ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  CECM ;5 Rue Edouard Nignon;  - 44300 Nantes;5 Rue Edouard Nignon; ;Nantes;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Florentin Diaz ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  People In ;2 avenue du blanchissage - 84000  Avignon;2 avenue du blanchissage;Avignon;;;84000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Elodie SARFATI ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  URBAME ;32 rue du Gros Hêtre - 57500 Saint Avold;32 rue du Gros Hêtre;Saint Avold;;;57500;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Monique Misztal ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  STUDIS INGENIERIE ;100 G Cours Lafayette  - 69003  Lyon;100 G Cours Lafayette ;Lyon;;;69003;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Guy Schoumaker ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Amine Zeghouani ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
EURL  SERCQ ;313 avenue Marcel Mérieux - 69530  BRIGNAIS;313 avenue Marcel Mérieux;BRIGNAIS;;;69530;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Laetitia  Caire ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  ARGITEC ;27 impasse Castelviel - 31180 ROUFFIAC TOLOSAN;27 impasse Castelviel;ROUFFIAC TOLOSAN;;;31180;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Sandra FERRE ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. DIDIER  REBILLOU ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M.  HERLES ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. BRUNO DOUSTE BACQUE ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
SARL  Aloa Informatique ;50 Rue Paul Emile Victor - 85000 La Roche-sur-Yon;50 Rue Paul Emile Victor;La Roche-sur-Yon;;;85000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Olivier BROUSSEAUD ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
SAS  Dhomino ;176 rue Andromède  - 34570  VAILHAUQUES;176 rue Andromède ;VAILHAUQUES;;;34570;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M.  Alexandre  BUSCH ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  ALTIKA  ;Immeuble La Colonne; 34 Cours Lafayette - 69003  Lyon ;Immeuble La Colonne; 34 Cours Lafayette;Lyon ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  B.E.L. - Bureau d'Etudes Lyonnais  ;BALY BUILDING; 1 Rue Docteur Fleury Pierre Papillon - 69100  Lyon;BALY BUILDING; 1 Rue Docteur Fleury Pierre Papillon;Lyon;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Stephane  LAQUERRE  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Remy  DIGONNET  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Alizée  FALSONE  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  LYONNAISE DE MANAGEMENT ET D'INGENIERIE (LMI)  ;81 Rue de Gerland - 69007  Lyon ;81 Rue de Gerland;Lyon ;;;69007;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Benoit  PETIAU  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  AMENAGEMENT DU TERRITOIRE ET TECHNIQUES DU BATIMENT (ATTB)  ;96 Boulevard Marius Vivier Merle - 69003  Lyon ;96 Boulevard Marius Vivier Merle;Lyon ;;;69003;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Michel  DE BACKER  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Laurent DENNI  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Emmanuel BARBIER ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  ATELIER JULIEN SECHERESSE ARCHITECTE ;14-16 rue du marché Notre-Dame - 86000  POITIERS;14-16 rue du marché Notre-Dame;POITIERS;;;86000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  L.A ARCHITECTURE  ;5 rue Victor Hugo - 86000 Poitiers;5 rue Victor Hugo;Poitiers;;;86000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  MANSON MONGIATTI ;4 avenue Plateau des Glières - 86000 Poitiers;4 avenue Plateau des Glières;Poitiers;;;86000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  Agence Duclos Architectes  ;28 rue Santos Dumont - 86000 Poitiers;28 rue Santos Dumont;Poitiers;;;86000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  RVI Bureau d'Etude Fluide  ;3 Rue des Pins; - 38100  Grenoble ;3 Rue des Pins;;Grenoble ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  Agence Architecture BEST OF ;11 rue du moulin apparent - 86000 Poitiers;11 rue du moulin apparent;Poitiers;;;86000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Herve  RIVAL  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  CEBEA  ;15 Avenue Général Champon - 38000  Grenoble ;15 Avenue Général Champon;Grenoble ;;;38000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Cecile  SIEBERT  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  E.R.I.A Etudes Recherches Installations Automatismes  ;7 Rue Général Mangin - 38100  Grenoble ;7 Rue Général Mangin;Grenoble ;;;38100;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Pierre  MICHELINI  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  CONSEIL TECHNIQUE INGENIERIE DU BATIMENT (COTIB)  ;22 Rue Paul Helbronner - 38100  Grenoble ;22 Rue Paul Helbronner;Grenoble ;;;38100;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Denis  PLANCHON  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Yann Debruyne ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  HALL VOLATRON ARCHITECTE ;71 BD PONT ACHARD - 86000 Poitiers;71 BD PONT ACHARD;Poitiers;;;86000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  VETTIER ASSOCIES ;24 PL HENRI BARBUSSE - 86000 Poitiers;24 PL HENRI BARBUSSE;Poitiers;;;86000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  NODA  ;16 rue Sylvain Drault - 86000 Poitiers;16 rue Sylvain Drault;Poitiers;;;86000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  ATELIERS MONTAROU ;6 BD MAL DE LATTRE DE TASSIGNY - 86000 Poitiers;6 BD MAL DE LATTRE DE TASSIGNY;Poitiers;;;86000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  GAMMA CONCEPTION ;11 Rue de Bourgogne - 31830  Plaisance-du-Touch;11 Rue de Bourgogne;Plaisance-du-Touch;;;31830;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Pauline TUR ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  SALTO Ingénierie  ;13 Rue du Commandant Fayolle - 63510  Aulnat ;13 Rue du Commandant Fayolle;Aulnat ;;;63510;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Yohan  LECHEVALIER  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  IB2A Ingénierie Béton Armé d'Auvergne  ;16 Rue des Frères Lumière - 63100  Clermont-Ferrand ;16 Rue des Frères Lumière;Clermont-Ferrand ;;;63100;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Alpha BARRY  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  Etudes Béton  ;15 rue Philippe Glandeaud - 630000 Clermont-Ferrand ;15 rue Philippe Glandeaud;Clermont-Ferrand ;;;630000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Pierre  DAUMARD  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  SINTEC SOCIETE D’INGENIERIE TECHNIQUE  ;62 Avenue Edouard Michelin - 63100 Clermont-Ferrand ;62 Avenue Edouard Michelin;Clermont-Ferrand ;;;63100;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Philippe  LEBROU ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  ITC - INGENIERIE TECHNIQUE CONSTRUCTION  ;9 Rue Louis Rosier - 63000  Clermont-Ferrand ;9 Rue Louis Rosier;Clermont-Ferrand ;;;63000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. François  DOMMANGET  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  SECOB Ingénierie ;69 Avenue de l'Union Soviétique - 63000 Clermont-Ferrand ;69 Avenue de l'Union Soviétique;Clermont-Ferrand ;;;63000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Herve PAULI  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  SYLVA CONSEIL  ;66 Rue des Courtiaux - 63000  Clermont-Ferrand ;66 Rue des Courtiaux;Clermont-Ferrand ;;;63000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Serge-Henri  GOURBE  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  WATT'SOLUTION  ;3 Rue Bernard Palissy - 63540  Romagnat ;3 Rue Bernard Palissy;Romagnat ;;;63540;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Pascal  BURGAT  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
SARL  L&S ;BATIMENT NEPTUNE    50 VOIE ALBERT EINSTEIN - 73800 PORTE-DE-SAVOIE;BATIMENT NEPTUNE    50 VOIE ALBERT EINSTEIN;PORTE-DE-SAVOIE;;;73800;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  OLM ;14 Passage Planchard - 75020 Paris;14 Passage Planchard;Paris;;;75020;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Philippe Coignet ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  E.R.I.C Etudes et Réalisations d'Installations transports par Cables  ;13 Bis Rue de la Tuilerie;  - 38170  Seyssinet-Pariset;13 Bis Rue de la Tuilerie; ;Seyssinet-Pariset;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Dominique  ABINAL  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  ACTI'ENERGY ;BAT A; 12 Rue Ampère;  - 38000  Grenoble ;BAT A; 12 Rue Ampère; ;Grenoble ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Eric VIGNERAS  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  PAINTSYS  ;12 B RUE DE L'ARCELLE  - 38600  FONTAINE ;12 B RUE DE L'ARCELLE ;FONTAINE ;;;38600;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Flavien  DOBROWOLSKI  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Dominique  CEBOLA  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  EMI-INGENIERIE  ;25 Rue de la Cure;  - 38360  Sassenage ;25 Rue de la Cure; ;Sassenage ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Vincent  QUEMERAIS  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  BATISERF  ;11 Boulevard Paul Langevin - 38600  Fontaine ;11 Boulevard Paul Langevin;Fontaine ;;;38600;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Philippe  CLEMENT  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  AG CONCEPT  ;Bâtiment Sirius; 1 Place du Verseau - 38130  Échirolles ;Bâtiment Sirius; 1 Place du Verseau;Échirolles ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Christelle  ARNOUX  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  GAY ENVIRONNEMENT  ;14 Boulevard Maréchal Foch - 38000  Grenoble ;14 Boulevard Maréchal Foch;Grenoble ;;;38000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Jean-Charles  BENEDETTI  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  AMBEE ;1 rue Etienne Radix - 69630 Chaponost;1 rue Etienne Radix;Chaponost;;;69630;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Aymeric Chanteloup ;;;;;;;;;;;;;;;;;;;
664785726;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Agence d’architecture  COMPOSITE ARCHITECTES  ;47 Avenue Alsace Lorraine - 38000  Grenoble ;47 Avenue Alsace Lorraine;Grenoble ;;;38000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Mathieu  GUILLAUD  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Franck  PRUNGNAUD  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Agence d’architecture  INCA;;;30 Boulevard Gambetta - 38000  Grenoble ;30 Boulevard Gambetta;Grenoble ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Elise MARTY  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Yves  MERCIER  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  OXINO ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Alexandre BRINETTE ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Agence d’architecture  CR&ON Architectes  ;56 Boulevard Gambetta - 38000  Grenoble ;56 Boulevard Gambetta;Grenoble ;;;38000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Jean  CHARON  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Thierry  RAMPILLON  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Bureau d'étude  BETREC IG  ;4 avenue Doyen Louis Weil  - 38024  Grenoble ;4 avenue Doyen Louis Weil ;Grenoble ;;;38024;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Cyril  VUYLSTEKE  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Hugues  DELHOME  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Agence d’architecture  Macary Page architectes  ;7 Rue Lesdiguières;  - 38000  Grenoble ;7 Rue Lesdiguières; ;Grenoble ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Philippe  MACARY  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Dominique  PAGE  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Atelier d'architecture  Atelier d'Architecture Jean-François BENOIT  ;22 Rue Paul Helbronner;  - 38100  Grenoble;22 Rue Paul Helbronner; ;Grenoble;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Jean-François  BENOIT  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  GRANGE M SCRITTORI J-N ARCHITECTES - ARA Architectes  ;42 Quai de France  - 38000  Grenoble ;42 Quai de France ;Grenoble ;;;38000;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Michel  GRANGE  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Jean-Noël  SCRITTORI  ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
 Opérations CREATURE ARCHITECTE ;11; rue du Palais - 86000 Poitiers;11; rue du Palais;Poitiers;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
 Opérations CORSET ROCHE  ASSOCIES ;5 Rue de la Marne; 86000 Poitiers - 86000 Poitiers;5 Rue de la Marne; 86000 Poitiers;Poitiers;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  ESPACE 3 ARCHITECTURE  ;22 Rue du Belvédère - 86580  BIARD;22 Rue du Belvédère;BIARD;;;86580;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
 Opérations HORS SERIE ARCHITECTURE ; 14 Rue de la Demi Lune; 86000 Poitiers - 86000 Poitiers; 14 Rue de la Demi Lune; 86000 Poitiers;Poitiers;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  CABINET MATHIEU ;30 Rue Paul Verlaine - 86000 Poitiers;30 Rue Paul Verlaine;Poitiers;;;86000;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Martial SAVLE ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Clémentine MUNK-KOEFOED ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Nathalie BONIFAIX ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  SYNCFUSION ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Julie BERUSSEAU ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Marie HO ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Aline BONNIOT ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Evelyne PISSARD ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Aurélie VIRETON ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Stéphane PUGNIERE ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Jérôme QUAY-THEVENON ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Laurent BERROT ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Jean-François DEDERIAN ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Valérie GRANAT-PEREIRA ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Virginie GOTTI ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Yohan RIQUET ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Philippe MARIN-LAFLECHE ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Anne FONTRIER ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  ADENTIS ;80 Voie du Toec - Dubarry II - 31300 TOULOUSE;80 Voie du Toec - Dubarry II;TOULOUSE;;;31300;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Geoffrey CATALA ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Bertrand IGNACE ;8 rue Claude Marie Perroud - Bâtiment le Colombia  - 31100 TOULOUSE;8 rue Claude Marie Perroud - Bâtiment le Colombia ;TOULOUSE;;;31100;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Mme Emilie SIGOGNE ;8 rue Claude Marie Perroud - Bâtiment le Colombia - 31100 TOULOUSE;8 rue Claude Marie Perroud - Bâtiment le Colombia;TOULOUSE;;;31100;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  CARMINE CAPITAL ;42 rue Vignon - 75009 PARIS ;42 rue Vignon;PARIS ;;;75009;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Stéphane CARCENAC ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
  BANQUE DE FRANCE ;4 rue Deville - CS 90103 - 31001  TOULOUSE CEDEX 6;4 rue Deville - CS 90103;TOULOUSE CEDEX 6;;;31001;France;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
M. Christophe BOLZON ; -  ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
